STATION_NUMBER,YEAR,MONTH,Day,Flow,Date
08HA001,2018,1,25,57.70000076293945,2018-01-25
08HA003,2018,1,25,30.200000762939453,2018-01-25
08HA001,2018,1,26,40.400001525878906,2018-01-26
08HA003,2018,1,26,21.399999618530277,2018-01-26
08HA001,2018,1,27,39.09999847412109,2018-01-27
08HA003,2018,1,27,25.0,2018-01-27
08HA003,2018,1,28,54.400001525878906,2018-01-28
08HA001,2018,1,28,86.4000015258789,2018-01-28
08HA003,2018,1,29,199.0,2018-01-29
08HA001,2018,1,29,356.0,2018-01-29
08HA001,2018,1,30,119.0,2018-01-30
08HA003,2018,1,30,97.4000015258789,2018-01-30
08HA003,2018,1,31,46.0,2018-01-31
08HA001,2018,1,31,50.59999847412109,2018-01-31
08HA003,2018,2,1,30.399999618530277,2018-02-01
08HA001,2018,2,1,33.599998474121094,2018-02-01
08HA003,2018,2,2,33.0,2018-02-02
08HA001,2018,2,2,36.400001525878906,2018-02-02
08HA003,2018,2,3,32.29999923706055,2018-02-03
08HA001,2018,2,3,42.20000076293945,2018-02-03
08HA003,2018,2,4,27.600000381469727,2018-02-04
08HA001,2018,2,4,45.20000076293945,2018-02-04
08HA001,2018,2,5,42.0,2018-02-05
08HA003,2018,2,5,23.700000762939453,2018-02-05
08HA003,2018,2,6,18.0,2018-02-06
08HA001,2018,2,6,29.100000381469727,2018-02-06
08HA003,2018,2,7,14.5,2018-02-07
08HA001,2018,2,7,23.200000762939453,2018-02-07
08HA003,2018,2,8,13.399999618530272,2018-02-08
08HA001,2018,2,8,29.200000762939453,2018-02-08
08HA003,2018,2,9,12.0,2018-02-09
08HA001,2018,2,9,25.200000762939453,2018-02-09
08HA003,2018,2,10,10.100000381469728,2018-02-10
08HA001,2018,2,10,18.5,2018-02-10
08HA003,2018,2,11,8.760000228881836,2018-02-11
08HA001,2018,2,11,14.899999618530272,2018-02-11
08HA001,2018,2,12,12.399999618530272,2018-02-12
08HA003,2018,2,12,7.710000038146973,2018-02-12
08HA003,2018,2,13,6.960000038146973,2018-02-13
08HA001,2018,2,13,10.699999809265137,2018-02-13
08HA003,2018,2,14,6.570000171661377,2018-02-14
08HA001,2018,2,14,9.760000228881836,2018-02-14
08HA001,2018,2,15,8.65999984741211,2018-02-15
08HA003,2018,2,15,6.039999961853027,2018-02-15
08HA001,2018,2,16,8.029999732971191,2018-02-16
08HA003,2018,2,16,5.769999980926514,2018-02-16
08HA001,2018,2,17,8.649999618530273,2018-02-17
08HA003,2018,2,17,6.840000152587891,2018-02-17
08HA003,2018,2,18,7.929999828338623,2018-02-18
08HA001,2018,2,18,8.979999542236328,2018-02-18
08HA003,2018,2,19,6.71999979019165,2018-02-19
08HA001,2018,2,19,7.760000228881836,2018-02-19
08HA003,2018,2,20,6.039999961853027,2018-02-20
08HA001,2018,2,20,7.199999809265137,2018-02-20
08HA003,2018,2,21,5.559999942779541,2018-02-21
08HA001,2018,2,21,6.690000057220459,2018-02-21
08HA003,2018,2,22,5.260000228881836,2018-02-22
08HA001,2018,2,22,6.360000133514404,2018-02-22
08HA003,2018,2,23,4.96999979019165,2018-02-23
08HA001,2018,2,23,6.010000228881836,2018-02-23
08HA003,2018,2,24,4.880000114440918,2018-02-24
08HA001,2018,2,24,5.920000076293945,2018-02-24
08HA003,2018,2,25,5.289999961853027,2018-02-25
08HA001,2018,2,25,5.880000114440918,2018-02-25
08HA001,2018,2,26,5.539999961853027,2018-02-26
08HA003,2018,2,26,5.019999980926514,2018-02-26
08HA003,2018,2,27,4.650000095367432,2018-02-27
08HA001,2018,2,27,5.289999961853027,2018-02-27
08HA003,2018,2,28,4.639999866485596,2018-02-28
08HA001,2018,2,28,5.670000076293945,2018-02-28
08HA003,2018,3,1,5.869999885559082,2018-03-01
08HA001,2018,3,1,8.449999809265137,2018-03-01
08HA003,2018,3,2,6.090000152587891,2018-03-02
08HA001,2018,3,2,7.960000038146973,2018-03-02
08HA003,2018,3,3,6.059999942779541,2018-03-03
08HA001,2018,3,3,7.570000171661377,2018-03-03
08HA003,2018,3,4,5.789999961853027,2018-03-04
08HA001,2018,3,4,7.110000133514404,2018-03-04
08HA001,2018,3,5,6.699999809265137,2018-03-05
08HA003,2018,3,5,5.480000019073486,2018-03-05
08HA003,2018,3,6,5.25,2018-03-06
08HA001,2018,3,6,6.349999904632568,2018-03-06
08HA001,2018,3,7,6.079999923706055,2018-03-07
08HA003,2018,3,7,5.050000190734863,2018-03-07
08HA001,2018,3,8,6.289999961853027,2018-03-08
08HA003,2018,3,8,5.28000020980835,2018-03-08
08HA003,2018,3,9,7.230000019073486,2018-03-09
08HA001,2018,3,9,8.029999732971191,2018-03-09
08HA001,2018,3,10,8.010000228881836,2018-03-10
08HA003,2018,3,10,6.989999771118164,2018-03-10
08HA003,2018,3,11,6.449999809265137,2018-03-11
08HA001,2018,3,11,7.610000133514404,2018-03-11
08HA001,2018,3,12,7.639999866485596,2018-03-12
08HA003,2018,3,12,6.130000114440918,2018-03-12
08HA001,2018,3,13,9.630000114440918,2018-03-13
08HA003,2018,3,13,6.360000133514404,2018-03-13
08HA001,2018,3,14,13.899999618530272,2018-03-14
08HA003,2018,3,14,7.46999979019165,2018-03-14
08HA001,2018,3,15,13.300000190734863,2018-03-15
08HA003,2018,3,15,7.460000038146973,2018-03-15
08HA001,2018,3,16,11.199999809265137,2018-03-16
08HA003,2018,3,16,6.78000020980835,2018-03-16
08HA003,2018,3,17,6.230000019073486,2018-03-17
08HA001,2018,3,17,9.989999771118164,2018-03-17
08HA003,2018,3,18,5.96999979019165,2018-03-18
08HA001,2018,3,18,9.369999885559082,2018-03-18
08HA003,2018,3,19,5.690000057220459,2018-03-19
08HA001,2018,3,19,8.890000343322754,2018-03-19
08HA001,2018,3,20,8.449999809265137,2018-03-20
08HA003,2018,3,20,5.409999847412109,2018-03-20
08HA003,2018,3,21,5.179999828338623,2018-03-21
08HA001,2018,3,21,8.050000190734863,2018-03-21
08HA001,2018,3,22,8.84000015258789,2018-03-22
08HA003,2018,3,22,5.099999904632568,2018-03-22
08HA003,2018,3,23,5.199999809265137,2018-03-23
08HA001,2018,3,23,9.239999771118164,2018-03-23
08HA001,2018,3,24,8.40999984741211,2018-03-24
08HA003,2018,3,24,5.019999980926514,2018-03-24
08HA003,2018,3,25,4.659999847412109,2018-03-25
08HA001,2018,3,25,7.619999885559082,2018-03-25
08HA001,2018,3,26,7.340000152587891,2018-03-26
08HA003,2018,3,26,4.869999885559082,2018-03-26
08HA003,2018,3,27,5.699999809265137,2018-03-27
08HA001,2018,3,27,8.819999694824219,2018-03-27
08HA001,2018,3,28,11.800000190734863,2018-03-28
08HA003,2018,3,28,6.449999809265137,2018-03-28
08HA001,2018,3,29,10.300000190734863,2018-03-29
08HA003,2018,3,29,5.840000152587891,2018-03-29
08HA003,2018,3,30,5.71999979019165,2018-03-30
08HA001,2018,3,30,10.600000381469728,2018-03-30
08HA001,2018,3,31,11.899999618530272,2018-03-31
08HA003,2018,3,31,5.690000057220459,2018-03-31
08HA003,2018,4,1,5.239999771118164,2018-04-01
08HA001,2018,4,1,10.699999809265137,2018-04-01
08HA001,2018,4,2,9.279999732971191,2018-04-02
08HA003,2018,4,2,4.78000020980835,2018-04-02
08HA003,2018,4,3,4.449999809265137,2018-04-03
08HA001,2018,4,3,8.119999885559082,2018-04-03
08HA003,2018,4,4,4.460000038146973,2018-04-04
08HA001,2018,4,4,7.559999942779541,2018-04-04
08HA003,2018,4,5,7.849999904632568,2018-04-05
08HA001,2018,4,5,12.800000190734863,2018-04-05
08HA001,2018,4,6,29.899999618530277,2018-04-06
08HA003,2018,4,6,14.5,2018-04-06
08HA001,2018,4,7,47.70000076293945,2018-04-07
08HA003,2018,4,7,18.200000762939453,2018-04-07
08HA003,2018,4,8,20.399999618530277,2018-04-08
08HA001,2018,4,8,48.29999923706055,2018-04-08
08HA001,2018,4,9,35.099998474121094,2018-04-09
08HA003,2018,4,9,16.600000381469727,2018-04-09
08HA001,2018,4,10,27.100000381469727,2018-04-10
08HA003,2018,4,10,13.100000381469728,2018-04-10
08HA003,2018,4,11,12.300000190734863,2018-04-11
08HA001,2018,4,11,35.099998474121094,2018-04-11
08HA003,2018,4,12,14.100000381469728,2018-04-12
08HA001,2018,4,12,36.400001525878906,2018-04-12
08HA001,2018,4,13,47.79999923706055,2018-04-13
08HA003,2018,4,13,20.799999237060547,2018-04-13
08HA003,2018,4,14,50.79999923706055,2018-04-14
08HA001,2018,4,14,91.3000030517578,2018-04-14
08HA001,2018,4,15,43.09999847412109,2018-04-15
08HA003,2018,4,15,24.700000762939453,2018-04-15
08HA003,2018,4,16,19.399999618530277,2018-04-16
08HA001,2018,4,16,33.400001525878906,2018-04-16
08HA003,2018,4,17,17.5,2018-04-17
08HA001,2018,4,17,29.5,2018-04-17
08HA001,2018,4,18,23.5,2018-04-18
08HA003,2018,4,18,13.800000190734863,2018-04-18
08HA003,2018,4,19,11.300000190734863,2018-04-19
08HA001,2018,4,19,19.399999618530277,2018-04-19
08HA001,2018,4,20,16.799999237060547,2018-04-20
08HA003,2018,4,20,9.59000015258789,2018-04-20
08HA001,2018,4,21,17.700000762939453,2018-04-21
08HA003,2018,4,21,9.760000228881836,2018-04-21
08HA001,2018,4,22,16.700000762939453,2018-04-22
08HA003,2018,4,22,8.6899995803833,2018-04-22
08HA001,2018,4,23,14.800000190734863,2018-04-23
08HA003,2018,4,23,7.630000114440918,2018-04-23
08HA001,2018,4,24,14.100000381469728,2018-04-24
08HA003,2018,4,24,6.840000152587891,2018-04-24
08HA001,2018,4,25,15.199999809265137,2018-04-25
08HA003,2018,4,25,6.25,2018-04-25
08HA001,2018,4,26,17.899999618530273,2018-04-26
08HA003,2018,4,26,5.789999961853027,2018-04-26
08HA003,2018,4,27,5.409999847412109,2018-04-27
08HA001,2018,4,27,20.600000381469727,2018-04-27
08HA003,2018,4,28,5.119999885559082,2018-04-28
08HA001,2018,4,28,21.399999618530277,2018-04-28
08HA003,2018,4,29,5.050000190734863,2018-04-29
08HA001,2018,4,29,18.299999237060547,2018-04-29
08HA003,2018,4,30,4.849999904632568,2018-04-30
08HA001,2018,4,30,16.5,2018-04-30
08HA003,2018,5,1,4.610000133514404,2018-05-01
08HA001,2018,5,1,14.899999618530272,2018-05-01
08HA001,2018,5,2,13.600000381469728,2018-05-02
08HA003,2018,5,2,4.210000038146973,2018-05-02
08HA001,2018,5,3,14.5,2018-05-03
08HA003,2018,5,3,3.869999885559082,2018-05-03
08HA001,2018,5,4,15.300000190734863,2018-05-04
08HA003,2018,5,4,3.5799999237060547,2018-05-04
08HA001,2018,5,5,12.300000190734863,2018-05-05
08HA003,2018,5,5,3.380000114440918,2018-05-05
08HA001,2018,5,6,12.600000381469728,2018-05-06
08HA003,2018,5,6,3.190000057220459,2018-05-06
08HA003,2018,5,7,2.9800000190734863,2018-05-07
08HA001,2018,5,7,13.5,2018-05-07
08HA001,2018,5,8,13.100000381469728,2018-05-08
08HA003,2018,5,8,2.789999961853028,2018-05-08
08HA003,2018,5,9,2.6700000762939453,2018-05-09
08HA001,2018,5,9,14.5,2018-05-09
08HA001,2018,5,10,12.300000190734863,2018-05-10
08HA003,2018,5,10,2.759999990463257,2018-05-10
08HA003,2018,5,11,3.049999952316284,2018-05-11
08HA001,2018,5,11,10.899999618530272,2018-05-11
08HA001,2018,5,12,9.800000190734863,2018-05-12
08HA003,2018,5,12,2.720000028610229,2018-05-12
08HA001,2018,5,13,9.739999771118164,2018-05-13
08HA003,2018,5,13,2.4600000381469727,2018-05-13
08HA003,2018,5,14,2.259999990463257,2018-05-14
08HA001,2018,5,14,9.43000030517578,2018-05-14
08HA003,2018,5,15,2.109999895095825,2018-05-15
08HA001,2018,5,15,8.729999542236328,2018-05-15
08HA001,2018,5,16,8.020000457763672,2018-05-16
08HA003,2018,5,16,1.9700000286102293,2018-05-16
08HA003,2018,5,17,1.8600000143051147,2018-05-17
08HA001,2018,5,17,7.070000171661377,2018-05-17
08HA003,2018,5,18,1.7999999523162842,2018-05-18
08HA001,2018,5,18,6.190000057220459,2018-05-18
08HA001,2018,5,19,5.699999809265137,2018-05-19
08HA003,2018,5,19,1.7699999809265137,2018-05-19
08HA003,2018,5,20,1.75,2018-05-20
08HA001,2018,5,20,5.21999979019165,2018-05-20
08HA003,2018,5,21,1.690000057220459,2018-05-21
08HA001,2018,5,21,4.789999961853027,2018-05-21
08HA003,2018,5,22,1.5800000429153442,2018-05-22
08HA001,2018,5,22,4.289999961853027,2018-05-22
08HA001,2018,5,23,4.070000171661377,2018-05-23
08HA003,2018,5,23,1.4800000190734863,2018-05-23
08HA003,2018,5,24,1.3600000143051147,2018-05-24
08HA001,2018,5,24,3.920000076293945,2018-05-24
08HA001,2018,5,25,3.609999895095825,2018-05-25
08HA003,2018,5,25,1.25,2018-05-25
08HA001,2018,5,26,3.240000009536743,2018-05-26
08HA003,2018,5,26,1.1699999570846558,2018-05-26
08HA001,2018,5,27,2.970000028610229,2018-05-27
08HA003,2018,5,27,1.1100000143051147,2018-05-27
08HA003,2018,5,28,1.0499999523162842,2018-05-28
08HA001,2018,5,28,2.799999952316284,2018-05-28
08HA003,2018,5,29,1.0099999904632568,2018-05-29
08HA001,2018,5,29,2.6600000858306885,2018-05-29
08HA003,2018,5,30,1.0099999904632568,2018-05-30
08HA001,2018,5,30,2.720000028610229,2018-05-30
08HA001,2018,5,31,2.490000009536743,2018-05-31
08HA003,2018,5,31,0.9660000205039978,2018-05-31
08HA003,2018,6,1,0.984000027179718,2018-06-01
08HA001,2018,6,1,2.5899999141693115,2018-06-01
08HA001,2018,6,2,2.509999990463257,2018-06-02
08HA003,2018,6,2,0.9789999723434448,2018-06-02
08HA003,2018,6,3,0.9070000052452089,2018-06-03
08HA001,2018,6,3,2.5299999713897705,2018-06-03
08HA003,2018,6,4,0.8619999885559082,2018-06-04
08HA001,2018,6,4,2.289999961853028,2018-06-04
08HA003,2018,6,5,0.8920000195503235,2018-06-05
08HA001,2018,6,5,2.0799999237060547,2018-06-05
08HA001,2018,6,6,2.0,2018-06-06
08HA003,2018,6,6,0.8460000157356262,2018-06-06
08HA001,2018,6,7,1.9800000190734863,2018-06-07
08HA003,2018,6,7,0.8029999732971191,2018-06-07
08HA001,2018,6,8,1.9700000286102293,2018-06-08
08HA003,2018,6,8,0.8289999961853027,2018-06-08
08HA001,2018,6,9,2.630000114440918,2018-06-09
08HA003,2018,6,9,0.9539999961853028,2018-06-09
08HA003,2018,6,10,0.9419999718666076,2018-06-10
08HA001,2018,6,10,2.380000114440918,2018-06-10
08HA001,2018,6,11,2.109999895095825,2018-06-11
08HA003,2018,6,11,0.8569999933242798,2018-06-11
08HA001,2018,6,12,1.919999957084656,2018-06-12
08HA003,2018,6,12,0.8169999718666077,2018-06-12
08HA003,2018,6,13,0.8880000114440918,2018-06-13
08HA001,2018,6,13,1.9800000190734863,2018-06-13
08HA001,2018,6,14,2.0,2018-06-14
08HA003,2018,6,14,0.984000027179718,2018-06-14
08HA003,2018,6,15,1.0099999904632568,2018-06-15
08HA001,2018,6,15,1.8799999952316284,2018-06-15
08HA001,2018,6,16,1.7599999904632568,2018-06-16
08HA003,2018,6,16,0.8209999799728394,2018-06-16
08HA003,2018,6,17,0.7020000219345093,2018-06-17
08HA001,2018,6,17,1.6699999570846558,2018-06-17
08HA003,2018,6,18,0.6420000195503235,2018-06-18
08HA001,2018,6,18,1.600000023841858,2018-06-18
08HA003,2018,6,19,0.5569999814033508,2018-06-19
08HA001,2018,6,19,1.5099999904632568,2018-06-19
08HA001,2018,6,20,1.4299999475479126,2018-06-20
08HA003,2018,6,20,0.5789999961853027,2018-06-20
08HA003,2018,6,21,0.6729999780654907,2018-06-21
08HA001,2018,6,21,1.340000033378601,2018-06-21
08HA001,2018,6,22,1.2400000095367432,2018-06-22
08HA003,2018,6,22,0.5849999785423279,2018-06-22
08HA003,2018,6,23,0.5389999747276306,2018-06-23
08HA001,2018,6,23,1.1799999475479126,2018-06-23
08HA001,2018,6,24,1.1399999856948853,2018-06-24
08HA003,2018,6,24,0.4990000128746032,2018-06-24
08HA001,2018,6,25,1.3600000143051147,2018-06-25
08HA003,2018,6,25,0.6399999856948853,2018-06-25
08HA001,2018,6,26,1.3700000047683716,2018-06-26
08HA003,2018,6,26,0.6449999809265137,2018-06-26
08HA001,2018,6,27,1.190000057220459,2018-06-27
08HA003,2018,6,27,0.6140000224113464,2018-06-27
08HA003,2018,6,28,0.5640000104904175,2018-06-28
08HA001,2018,6,28,1.100000023841858,2018-06-28
08HA001,2018,6,29,1.059999942779541,2018-06-29
08HA003,2018,6,29,0.5619999766349792,2018-06-29
08HA003,2018,6,30,0.6029999852180481,2018-06-30
08HA001,2018,6,30,1.090000033378601,2018-06-30
08HA003,2018,7,1,0.5649999976158142,2018-07-01
08HA001,2018,7,1,1.0800000429153442,2018-07-01
08HA001,2018,7,2,1.0099999904632568,2018-07-02
08HA003,2018,7,2,0.5239999890327454,2018-07-02
08HA001,2018,7,3,0.9390000104904176,2018-07-03
08HA003,2018,7,3,0.5289999842643738,2018-07-03
08HA001,2018,7,4,0.8809999823570251,2018-07-04
08HA003,2018,7,4,0.4449999928474426,2018-07-04
08HA003,2018,7,5,0.4040000140666961,2018-07-05
08HA001,2018,7,5,0.828000009059906,2018-07-05
08HA001,2018,7,6,0.7870000004768372,2018-07-06
08HA003,2018,7,6,0.4110000133514404,2018-07-06
08HA003,2018,7,7,0.4070000052452088,2018-07-07
08HA001,2018,7,7,0.7609999775886536,2018-07-07
08HA001,2018,7,8,0.7839999794960022,2018-07-08
08HA003,2018,7,8,0.4259999990463257,2018-07-08
08HA003,2018,7,9,0.4090000092983246,2018-07-09
08HA001,2018,7,9,0.7770000100135803,2018-07-09
08HA001,2018,7,10,0.7540000081062317,2018-07-10
08HA003,2018,7,10,0.3939999938011169,2018-07-10
08HA003,2018,7,11,0.4020000100135803,2018-07-11
08HA001,2018,7,11,0.7059999704360962,2018-07-11
08HA003,2018,7,12,0.356000006198883,2018-07-12
08HA001,2018,7,12,0.6700000166893005,2018-07-12
08HA003,2018,7,13,0.3190000057220459,2018-07-13
08HA001,2018,7,13,0.6480000019073486,2018-07-13
08HA003,2018,7,14,0.3109999895095825,2018-07-14
08HA001,2018,7,14,0.6140000224113464,2018-07-14
08HA003,2018,7,15,0.2939999997615814,2018-07-15
08HA001,2018,7,15,0.5759999752044678,2018-07-15
08HA003,2018,7,16,0.2899999916553497,2018-07-16
08HA001,2018,7,16,0.5329999923706055,2018-07-16
08HA001,2018,7,17,0.4930000007152557,2018-07-17
08HA003,2018,7,17,0.2669999897480011,2018-07-17
08HA003,2018,7,18,0.277999997138977,2018-07-18
08HA001,2018,7,18,0.4690000116825104,2018-07-18
08HA003,2018,7,19,0.2569999992847442,2018-07-19
08HA001,2018,7,19,0.4449999928474426,2018-07-19
08HA001,2018,7,20,0.4569999873638153,2018-07-20
08HA003,2018,7,20,0.2599999904632568,2018-07-20
08HA001,2018,7,21,0.449999988079071,2018-07-21
08HA003,2018,7,21,0.2619999945163727,2018-07-21
08HA001,2018,7,22,0.4429999887943268,2018-07-22
08HA003,2018,7,22,0.2329999953508377,2018-07-22
08HA003,2018,7,23,0.2000000029802322,2018-07-23
08HA001,2018,7,23,0.4309999942779541,2018-07-23
08HA001,2018,7,24,0.3959999978542328,2018-07-24
08HA003,2018,7,24,0.1780000030994415,2018-07-24
08HA001,2018,7,25,0.3810000121593475,2018-07-25
08HA003,2018,7,25,0.2070000022649765,2018-07-25
08HA001,2018,7,26,0.3619999885559082,2018-07-26
08HA003,2018,7,26,0.2199999988079071,2018-07-26
08HA003,2018,7,27,0.231000006198883,2018-07-27
08HA001,2018,7,27,0.3510000109672546,2018-07-27
08HA001,2018,7,28,0.3519999980926513,2018-07-28
08HA003,2018,7,28,0.248999997973442,2018-07-28
08HA001,2018,7,29,0.3490000069141388,2018-07-29
08HA003,2018,7,29,0.2540000081062317,2018-07-29
08HA003,2018,7,30,0.2610000073909759,2018-07-30
08HA001,2018,7,30,0.3319999873638153,2018-07-30
08HA003,2018,7,31,0.2010000050067901,2018-07-31
08HA001,2018,7,31,0.3079999983310699,2018-07-31
08HA001,2018,8,1,0.3000000119209289,2018-08-01
08HA003,2018,8,1,0.2070000022649765,2018-08-01
08HA001,2018,8,2,0.2759999930858612,2018-08-02
08HA003,2018,8,2,0.1949999928474426,2018-08-02
08HA003,2018,8,3,0.193000003695488,2018-08-03
08HA001,2018,8,3,0.2709999978542328,2018-08-03
08HA003,2018,8,4,0.2080000042915344,2018-08-04
08HA001,2018,8,4,0.2669999897480011,2018-08-04
08HA001,2018,8,5,0.2669999897480011,2018-08-05
08HA003,2018,8,5,0.1979999989271164,2018-08-05
08HA001,2018,8,6,0.257999986410141,2018-08-06
08HA003,2018,8,6,0.1720000058412552,2018-08-06
08HA003,2018,8,7,0.1669999957084655,2018-08-07
08HA001,2018,8,7,0.2440000027418137,2018-08-07
08HA001,2018,8,8,0.2290000021457672,2018-08-08
08HA003,2018,8,8,0.135000005364418,2018-08-08
08HA003,2018,8,9,0.1180000007152557,2018-08-09
08HA001,2018,8,9,0.2080000042915344,2018-08-09
08HA001,2018,8,10,0.2000000029802322,2018-08-10
08HA003,2018,8,10,0.1169999986886978,2018-08-10
08HA003,2018,8,11,0.1180000007152557,2018-08-11
08HA001,2018,8,11,0.1899999976158142,2018-08-11
08HA003,2018,8,12,0.1319999992847442,2018-08-12
08HA001,2018,8,12,0.2140000015497208,2018-08-12
08HA003,2018,8,13,0.1449999958276749,2018-08-13
08HA001,2018,8,13,0.2129999995231628,2018-08-13
08HA003,2018,8,14,0.1490000039339065,2018-08-14
08HA001,2018,8,14,0.2080000042915344,2018-08-14
08HA003,2018,8,15,0.1389999985694885,2018-08-15
08HA001,2018,8,15,0.2000000029802322,2018-08-15
08HA001,2018,8,16,0.1990000009536743,2018-08-16
08HA003,2018,8,16,0.1389999985694885,2018-08-16
08HA003,2018,8,17,0.1420000046491623,2018-08-17
08HA001,2018,8,17,0.193000003695488,2018-08-17
08HA003,2018,8,18,0.1449999958276749,2018-08-18
08HA001,2018,8,18,0.19200000166893,2018-08-18
08HA003,2018,8,19,0.1480000019073486,2018-08-19
08HA001,2018,8,19,0.2010000050067901,2018-08-19
08HA001,2018,8,20,0.1959999948740005,2018-08-20
08HA003,2018,8,20,0.1669999957084655,2018-08-20
08HA001,2018,8,21,0.1870000064373016,2018-08-21
08HA003,2018,8,21,0.1449999958276749,2018-08-21
08HA001,2018,8,22,0.1689999997615814,2018-08-22
08HA003,2018,8,22,0.1650000065565109,2018-08-22
08HA001,2018,8,23,0.1589999943971634,2018-08-23
08HA003,2018,8,23,0.1550000011920929,2018-08-23
08HA003,2018,8,24,0.1420000046491623,2018-08-24
08HA001,2018,8,24,0.1689999997615814,2018-08-24
08HA003,2018,8,25,0.1500000059604644,2018-08-25
08HA001,2018,8,25,0.1850000023841858,2018-08-25
08HA003,2018,8,26,0.1809999942779541,2018-08-26
08HA001,2018,8,26,0.2049999982118606,2018-08-26
08HA003,2018,8,27,0.1990000009536743,2018-08-27
08HA001,2018,8,27,0.2129999995231628,2018-08-27
08HA001,2018,8,28,0.193000003695488,2018-08-28
08HA003,2018,8,28,0.1739999949932098,2018-08-28
08HA001,2018,8,29,0.1860000044107437,2018-08-29
08HA003,2018,8,29,0.1389999985694885,2018-08-29
08HA001,2018,8,30,0.1899999976158142,2018-08-30
08HA003,2018,8,30,0.1360000073909759,2018-08-30
08HA001,2018,8,31,0.1729999929666519,2018-08-31
08HA003,2018,8,31,0.1469999998807907,2018-08-31
08HA003,2018,9,1,0.1829999983310699,2018-09-01
08HA001,2018,9,1,0.1550000011920929,2018-09-01
08HA001,2018,9,2,0.1509999930858612,2018-09-02
08HA003,2018,9,2,0.1879999935626984,2018-09-02
08HA003,2018,9,3,0.1759999990463256,2018-09-03
08HA001,2018,9,3,0.152999997138977,2018-09-03
08HA001,2018,9,4,0.1439999938011169,2018-09-04
08HA003,2018,9,4,0.1609999984502792,2018-09-04
08HA003,2018,9,5,0.1560000032186508,2018-09-05
08HA001,2018,9,5,0.1379999965429306,2018-09-05
08HA003,2018,9,6,0.1360000073909759,2018-09-06
08HA001,2018,9,6,0.1389999985694885,2018-09-06
08HA003,2018,9,7,0.1369999945163726,2018-09-07
08HA001,2018,9,7,0.1140000000596046,2018-09-07
08HA001,2018,9,8,0.1480000019073486,2018-09-08
08HA003,2018,9,8,0.1490000039339065,2018-09-08
08HA003,2018,9,9,0.2150000035762787,2018-09-09
08HA001,2018,9,9,0.25,2018-09-09
08HA003,2018,9,10,0.3039999902248382,2018-09-10
08HA001,2018,9,10,0.479999989271164,2018-09-10
08HA003,2018,9,11,0.4160000085830689,2018-09-11
08HA001,2018,9,11,0.5709999799728394,2018-09-11
08HA003,2018,9,12,0.4539999961853027,2018-09-12
08HA001,2018,9,12,0.656000018119812,2018-09-12
08HA001,2018,9,13,0.7559999823570251,2018-09-13
08HA003,2018,9,13,0.4009999930858612,2018-09-13
08HA001,2018,9,14,0.7590000033378601,2018-09-14
08HA003,2018,9,14,0.3379999995231628,2018-09-14
