tag_id_long,species,predicted_label,confidence
,ck,coho,0.5082678198814392
,ck,chinook,0.47787150740623474
,ck,chinook,0.7958381772041321
,ck,chinook,0.556559681892395
,ck,coho,0.805073618888855
,ck,coho,0.8050736784934998
,ck,chinook,0.4978877007961273
,ck,coho,0.7951226234436035
,ck,coho,0.7737667560577393
,stl,coho,0.6810392141342163
,co,chinook,0.4161880910396576
,co,chinook,0.4452609121799469
,co,coho,0.41436588764190674
,co,chinook,0.4684576392173767
,co,chinook,0.46870046854019165
,co,coho,0.44306185841560364
,co,chinook,0.45899754762649536
,co,chinook,0.46379053592681885
,co,chinook,0.5433587431907654
,co,chinook,0.45875898003578186
,co,chinook,0.6369450092315674
,co,chinook,0.5578251481056213
,co,chinook,0.5578251481056213
,stl,,
,co,chinook,0.5330120325088501
,co,chinook,0.5729909539222717
,ct,chinook,0.567108690738678
,ct,chinook,0.656300961971283
,ct,chinook,0.6768432259559631
,rbt,chinook,0.6466938257217407
,co,chinook,0.5246926546096802
,co,chinook,0.5850827693939209
,co,chinook,0.596682608127594
,co,chinook,0.7005645632743835
,ck,chinook,0.7060731053352356
,co,chinook,0.5177618265151978
,co,chinook,0.5477307438850403
,co,chinook,0.5128986239433289
,co,chinook,0.6315043568611145
,co,chinook,0.5279319286346436
,co,chinook,0.7157474756240845
,co,chinook,0.5059491991996765
,co,chinook,0.5626423954963684
,co,chinook,0.5692929625511169
,co,chinook,0.45510053634643555
,co,chinook,0.594530463218689
,co,chinook,0.43211838603019714
,co,coho,0.43065813183784485
,co,chinook,0.45149484276771545
,co,chinook,0.5335946083068848
,co,chinook,0.6196339130401611
,co,chinook,0.7222042679786682
,rbt,chinook,0.7070422768592834
,co,chinook,0.5971758365631104
989.001038869047,co,,
,co,chinook,0.4345637261867523
,stl,coho,0.7550354599952698
,co,chinook,0.48080623149871826
,stl,coho,0.6260191798210144
,co,chinook,0.46527764201164246
,co,chinook,0.49983900785446167
,stl,coho,0.6226733922958374
,stl,coho,0.710107684135437
,ck,chinook,0.6633123159408569
,co,chinook,0.5303964614868164
,ck,chinook,0.6678555011749268
,ck,,
,ck,chinook,0.6359671950340271
,ck,,
,ck,chinook,0.6550910472869873
,ck,,
,co,,
,co,chinook,0.47003892064094543
,ck,chinook,0.5579901337623596
,co,coho,0.7035698294639587
,ck,chinook,0.6481279730796814
,ck,chinook,0.6417168974876404
,ck,chinook,0.6545989513397217
,co,chinook,0.5054768323898315
,co,chinook,0.5214064121246338
,co,chinook,0.43694207072257996
,co,chinook,0.5124918818473816
,co,chinook,0.5140470862388611
,co,chinook,0.564566969871521
,co,chinook,0.5853157043457031
,co,coho,0.45313313603401184
,co,chinook,0.5964668989181519
,ck,chinook,0.7437450885772705
,co,chinook,0.6819369196891785
,co,chinook,0.6717706918716431
,co,chinook,0.6768432259559631
,co,chinook,0.7013673782348633
,co,chinook,0.6566959023475647
,co,chinook,0.6974213123321533
,co,coho,0.7559382319450378
,co,chinook,0.6680386662483215
,co,chinook,0.6837730407714844
,co,chinook,0.48796355724334717
,co,chinook,0.5584190487861633
,co,chinook,0.7725487947463989
,co,chinook,0.5950270295143127
,,,
,co,chinook,0.4161880910396576
,co,chinook,0.6684858202934265
,co,coho,0.4357162117958069
,co,chinook,0.6004801988601685
,stl,coho,0.7059950828552246
,co,chinook,0.5969334840774536
,stl,coho,0.703855037689209
,co,chinook,0.556937575340271
,rbt,chinook,0.46925029158592224
,rbt,chinook,0.4922870099544525
,co,chinook,0.6012702584266663
,co,chinook,0.4390011131763458
,co,chinook,0.44491323828697205
,co,chinook,0.5795096755027771
,co,chinook,0.7277477383613586
,co,chinook,0.5869528651237488
,ck,chinook,0.8408606052398682
,ck,chinook,0.5807170271873474
,stl,coho,0.6267040371894836
,ck,chinook,0.7956113815307617
,co,chinook,0.7530584931373596
,co,coho,0.41369232535362244
,co,chinook,0.406602680683136
,co,chinook,0.4088667631149292
,co,coho,0.46131280064582825
,co,chinook,0.4371979534626007
,co,coho,0.4008052349090576
,co,chinook,0.4588093161582947
,co,chinook,0.42309993505477905
,stl,,
,co,coho,0.48691579699516296
,co,coho,0.42756277322769165
,co,coho,0.40938180685043335
,co,coho,0.4679887294769287
,co,chinook,0.43047237396240234
,co,chinook,0.4280886948108673
,co,chinook,0.4581749141216278
,stl,coho,0.6470879912376404
,co,chinook,0.4421701431274414
,co,chinook,0.4951203465461731
,co,chinook,0.5215154886245728
,co,chinook,0.47215133905410767
,stl,,
,co,coho,0.4790741801261902
,co,coho,0.4630294442176819
,co,coho,0.4170328378677368
,co,chinook,0.4324418008327484
,ck,chinook,0.575670063495636
,ck,chinook,0.5792247653007507
,ck,chinook,0.6021246910095215
,ck,chinook,0.5491689443588257
,ck,chinook,0.57692950963974
,ck,chinook,0.57692950963974
,ck,chinook,0.6070919036865234
,ck,chinook,0.6147136092185974
,ck,chinook,0.6594056487083435
,ck,chinook,0.4906562864780426
,ck,chinook,0.546598494052887
,ck,chinook,0.6297690272331238
,co,coho,0.613907516002655
,co,chinook,0.41070738434791565
,co,chinook,0.45875898003578186
,co,coho,0.45757418870925903
,co,chinook,0.4855184853076935
,ck,chinook,0.8699966073036194
,co,chinook,0.7453303933143616
,ck,chinook,0.5615870952606201
,ck,coho,0.518242597579956
,ck,coho,0.518242597579956
,ck,chinook,0.6150920987129211
,ck,chinook,0.6344763040542603
,ck,chinook,0.6422340273857117
,ck,chinook,0.5067632794380188
,ck,chinook,0.8238190412521362
,ck,chinook,0.8238190412521362
,co,coho,0.42279818654060364
,ck,chinook,0.8201258182525635
,stl,coho,0.6963989734649658
,ck,chinook,0.8078716993331909
,co,chinook,0.544552743434906
,ck,chinook,0.6001350283622742
,ck,chinook,0.6892630457878113
,ck,chinook,0.6595703363418579
,ck,chinook,0.878987193107605
,ck,chinook,0.7327250838279724
,ck,chinook,0.647121250629425
,ck,chinook,0.7257781624794006
,ck,chinook,0.9042908549308777
,co,coho,0.7635388970375061
,co,coho,0.6835214495658875
,co,coho,0.6244586706161499
,ck,chinook,0.5430774688720703
,ck,chinook,0.6189531087875366
,ck,chinook,0.6721797585487366
,ck,chinook,0.6267025470733643
,co,coho,0.8148348927497864
,co,coho,0.804630696773529
,co,coho,0.7985638976097107
,co,coho,0.7955081462860107
,co,coho,0.7924652099609375
,co,coho,0.7890470623970032
,co,coho,0.7773851752281189
,co,coho,0.7660338878631592
,co,coho,0.7619150876998901
,co,coho,0.7577308416366577
,co,coho,0.7488762736320496
,co,coho,0.7342125177383423
,co,coho,0.7170979976654053
,co,coho,0.7049118876457214
,ck,coho,0.7619150876998901
,ck,chinook,0.7992725968360901
,ck,chinook,0.7992725968360901
989.001044927990,ck,chinook,0.6738895773887634
989.001040930570,co,coho,0.48295819759368896
989.001042045441,co,chinook,0.46695607900619507
989.001038888141,co,coho,0.4326409101486206
989.001038858945,co,coho,0.4730049669742584
989.001038745694,co,chinook,0.4627576172351837
989.001042042066,ck,chinook,0.7417258620262146
989.001038857165,co,chinook,0.4158228933811188
989.001038737567,ck,chinook,0.5654115676879883
989.001038747557,co,chinook,0.4419814348220825
989.001038747634,co,chinook,0.4659064710140228
989.001038857778,co,chinook,0.47897109389305115
989.001042510963,co,coho,0.5495445132255554
989.001038738184,ck,chinook,0.6017640233039856
989.001041919229,co,chinook,0.44468939304351807
989.001042810483,ck,chinook,0.6222175359725952
989.001038866285,co,chinook,0.44491323828697205
989.001038745893,co,chinook,0.5256215929985046
989.001042812244,co,chinook,0.5169997811317444
989.001038744377,co,chinook,0.4446726441383362
989.001038857666,co,coho,0.4236880838871002
989.001042043772,rbt,chinook,0.5712373852729797
989.001042005059,co,coho,0.44603297114372253
989.001042811289,co,chinook,0.5235773921012878
989.001041919014,co,chinook,0.5165801048278809
989.001044924440,ck,chinook,0.6567763686180115
989.001039717947,co,chinook,0.3956998586654663
989.001042813157,co,chinook,0.45324835181236267
989.001042005141,ck,chinook,0.6460774540901184
989.001040933219,co,coho,0.5094209909439087
989.001038854917,co,coho,0.41333770751953125
989.001038892500,ck,coho,0.4953386187553406
989.001040913696,co,coho,0.45613741874694824
989.001040913696,co,coho,0.45613741874694824
989.001038746449,co,chinook,0.4649917185306549
989.001038743841,co,chinook,0.5315272808074951
989.001038871846,co,chinook,0.4022955596446991
989.001038737505,ck,chinook,0.5847282409667969
989.001042810705,co,chinook,0.5214064121246338
989.001041917570,ck,chinook,0.7130802869796753
989.001038856376,co,coho,0.43795323371887207
989.001040913822,co,coho,0.5150226950645447
989.001040913822,co,coho,0.5150226950645447
989.001044925216,ck,chinook,0.6015406847000122
989.001041918555,ck,chinook,0.7016671895980835
989.001038890820,ck,chinook,0.8467759490013123
989.001041919514,ck,chinook,0.6856477856636047
989.001044930543,co,chinook,0.4974742531776428
989.001042046955,ck,chinook,0.7002905607223511
989.001039722179,co,coho,0.40656426548957825
989.001038892390,ck,chinook,0.5944820642471313
989.001039719898,ck,chinook,0.6191334128379822
989.001044924375,ck,chinook,0.6567763686180115
989.001042808779,co,chinook,0.5024890303611755
989.001042004955,co,chinook,0.5017222762107849
989.001042043054,ck,chinook,0.6860700845718384
989.001038859143,ck,chinook,0.557650625705719
989.001042812834,co,chinook,0.7175269722938538
989.001044924917,ck,chinook,0.6734747886657715
989.001038855783,co,coho,0.39854827523231506
989.001042043389,ck,chinook,0.5829862356185913
989.001038745483,rbt,chinook,0.5245765447616577
989.001042043302,ck,chinook,0.6375582814216614
989.001038866307,co,coho,0.4535437524318695
989.001044926706,ck,chinook,0.6854386329650879
989.001044932393,ck,chinook,0.5829862356185913
989.001042048157,co,coho,0.6832019686698914
989.001042043028,ck,chinook,0.6158585548400879
989.001042005468,co,chinook,0.6060718894004822
989.001042046395,ck,chinook,0.6855393052101135
989.001042811411,rbt,chinook,0.7582089304924011
989.001041744435,ck,chinook,0.7570415735244751
989.001042043357,ck,chinook,0.6214650273323059
989.001040933996,co,chinook,0.4530714154243469
989.001038859110,ck,chinook,0.6056895852088928
989.001038856003,co,chinook,0.40618881583213806
989.001038869486,co,coho,0.45944151282310486
989.001038738391,ck,chinook,0.5230603814125061
989.001042811585,co,chinook,0.430060476064682
989.001044931616,ck,chinook,0.6359671950340271
989.001038745534,co,chinook,0.4496510922908783
989.001038866556,co,chinook,0.48244133591651917
989.001044930118,co,chinook,0.4856485426425934
989.001038894043,ck,chinook,0.5717506408691406
989.001006676655,co,chinook,0.47704654932022095
989.001038889676,ck,chinook,0.8156955242156982
989.001038857395,co,chinook,0.39697518944740295
989.001041918346,ck,chinook,0.6689729690551758
989.001038888061,co,chinook,0.512263298034668
989.001038745506,co,chinook,0.419102281332016
989.001042811034,ck,chinook,0.6152217984199524
989.001044925301,ck,chinook,0.6734747886657715
989.001041918300,ck,chinook,0.7425123453140259
989.001038884601,co,chinook,0.6327106356620789
989.001038866448,co,chinook,0.48925650119781494
989.001042812018,ck,chinook,0.7467988133430481
989.001042044700,ck,chinook,0.6795276403427124
989.001038890807,ck,chinook,0.8234339356422424
989.001045156763,ck,chinook,0.6860183477401733
989.001042044827,ck,chinook,0.6610012054443359
989.001041917191,ck,chinook,0.6675712466239929
989.001038891647,ck,chinook,0.8659299612045288
989.001006678145,co,chinook,0.5725826621055603
989.001042047942,co,chinook,0.5919862389564514
989.001038892639,ck,chinook,0.6174047589302063
989.001038889734,ck,chinook,0.7920082807540894
989.001044925256,ck,chinook,0.6417168974876404
989.001039717915,co,chinook,0.4422162175178528
989.001042809778,co,chinook,0.5075415372848511
989.001038889945,ck,chinook,0.5905959606170654
989.001044929482,co,chinook,0.4560745656490326
989.001042042677,ck,chinook,0.7000646591186523
989.001038893805,ck,chinook,0.6907780766487122
989.001038893676,ck,chinook,0.6322650909423828
989.001038736484,ck,chinook,0.614643931388855
989.001038869374,co,coho,0.4287765622138977
989.001038737218,ck,chinook,0.5297179818153381
989.001038747671,co,chinook,0.4599178433418274
989.001038857882,bt,chinook,0.5480434894561768
989.001038884664,co,coho,0.5651817321777344
989.001038893782,ck,chinook,0.6408997178077698
989.001042516128,co,chinook,0.5196212530136108
989.001042004257,ck,chinook,0.7375946640968323
989.001042043779,rbt,chinook,0.5311945080757141
989.001038746470,co,chinook,0.4953836500644684
989.001038855789,co,chinook,0.40669071674346924
989.001038737971,ck,chinook,0.5698513388633728
989.001039721373,co,coho,0.4669225811958313
989.001039721209,ck,chinook,0.5861204266548157
989.001038854979,co,chinook,0.44543135166168213
989.001038735559,ck,chinook,0.579093337059021
989.001038857960,co,coho,0.438928484916687
989.001038889073,co,chinook,0.5007309317588806
989.001042810273,co,chinook,0.4816945195198059
989.001042046288,ck,chinook,0.6885799765586853
989.001042809371,co,chinook,0.4553326368331909
989.001042811315,co,chinook,0.5142056941986084
989.001038864561,ck,chinook,0.5996307134628296
989.001042511507,co,chinook,0.512169361114502
989.001042813077,co,chinook,0.45899754762649536
989.001041918029,ck,chinook,0.7158635258674622
989.001038894096,ck,chinook,0.5623500943183899
989.001042047252,ck,chinook,0.6676731705665588
989.001044928688,ck,chinook,0.7044909000396729
989.001041918239,co,chinook,0.5339139699935913
989.001038857783,co,coho,0.40251463651657104
989.001038857004,ck,chinook,0.5507469177246094
989.001042043877,co,chinook,0.5620266199111938
989.001042041919,ck,chinook,0.6913906335830688
989.001041743342,co,chinook,0.5144007802009583
989.001038855403,ck,chinook,0.5983579754829407
989.001042809761,co,chinook,0.502543568611145
989.001042046710,co,chinook,0.54421067237854
989.001038870434,co,coho,0.4018355906009674
989.001042005229,ck,chinook,0.6460774540901184
989.001042047768,co,chinook,0.6159744262695312
989.001006676609,co,chinook,0.42638546228408813
989.001042048008,co,coho,0.6127705574035645
989.001038854744,ck,chinook,0.6056864261627197
989.001038733727,co,coho,0.39466798305511475
989.001040913828,co,coho,0.5237851142883301
989.001040913828,co,coho,0.5237851142883301
989.001038893371,ck,chinook,0.5867877006530762
989.001038746554,co,coho,0.40540611743927
989.001044927484,ck,chinook,0.6485686898231506
989.001042042052,ck,chinook,0.7053651213645935
989.001042047409,ck,chinook,0.7137641906738281
989.001038855299,co,chinook,0.41821837425231934
989.001045157481,ck,chinook,0.875697910785675
989.001038744807,co,chinook,0.47884610295295715
989.001044933096,ck,chinook,0.548530101776123
989.001038888902,ck,chinook,0.8922117352485657
989.001038866228,co,chinook,0.5908650755882263
989.001041917059,co,chinook,0.49808481335639954
989.001044926646,ck,chinook,0.6354078650474548
989.001038859200,co,coho,0.4100923240184784
989.001041917480,co,chinook,0.6243717074394226
989.001040930385,co,chinook,0.5214046239852905
989.001044925967,ck,chinook,0.6641385555267334
989.001039718492,stl,coho,0.6443603038787842
989.001038859084,co,coho,0.4100923240184784
989.001044924135,co,chinook,0.4583241641521454
989.001044927474,ck,chinook,0.6715583801269531
989.001044933589,stl,coho,0.5357474088668823
989.001038857203,stl,coho,0.6658727526664734
989.001038748427,co,chinook,0.4158228933811188
989.001042047488,co,chinook,0.5373260974884033
989.001042811943,co,chinook,0.791480541229248
989.001039379710,stl,coho,0.7358211874961853
989.001041918373,co,chinook,0.5303964614868164
989.001038858546,co,coho,0.4388465881347656
989.001042004984,co,chinook,0.48925650119781494
989.001042813369,co,chinook,0.5004052519798279
989.001044930331,ck,chinook,0.6987232565879822
989.001038864763,co,chinook,0.5017222762107849
989.001038736338,ck,chinook,0.5926346182823181
989.001041917215,ck,chinook,0.7121054530143738
989.001039721337,co,chinook,0.43527722358703613
989.001044926429,co,chinook,0.43694207072257996
989.001038735870,ck,chinook,0.5807170271873474
989.001042004944,co,coho,0.47388580441474915
989.001038855311,co,chinook,0.42415690422058105
989.001041918606,ck,chinook,0.7245732545852661
989.001042811317,co,chinook,0.5188961625099182
989.001042004894,co,chinook,0.5447446703910828
989.001041919474,ck,chinook,0.7333468794822693
989.001038869295,stl,coho,0.6985121369361877
989.001044931723,ck,chinook,0.7054288983345032
989.001042043125,ck,chinook,0.7489150762557983
989.001038737349,ck,chinook,0.5513689517974854
989.001038856621,co,chinook,0.3914686143398285
989.001038734156,co,coho,0.4890153110027313
989.001044932085,ck,chinook,0.6241012811660767
989.001038891103,ck,chinook,0.8607208728790283
989.001042811233,co,chinook,0.46967026591300964
989.001042041980,co,chinook,0.5050259232521057
989.001038734981,ck,chinook,0.5921635627746582
989.001038859047,co,coho,0.44817599654197693
989.001038857418,ck,chinook,0.5750468969345093
989.001038893865,ck,chinook,0.5545504689216614
989.001044926042,ck,chinook,0.6054477095603943
989.001042045094,co,chinook,0.5671219825744629
989.001040930616,co,coho,0.527751088142395
989.001038747508,co,chinook,0.586534321308136
989.001042040972,ck,chinook,0.6941626667976379
989.001042047765,co,chinook,0.42799508571624756
989.001042041631,ck,chinook,0.671714723110199
989.001038890794,ck,chinook,0.8673370480537415
989.001039718520,stl,coho,0.728539228439331
989.001038869231,stl,coho,0.6599359512329102
989.001041745027,ck,chinook,0.7525947690010071
989.001038736273,ck,chinook,0.5411083698272705
989.001038746315,rbt,chinook,0.4351000189781189
989.001038738310,ck,chinook,0.5297179818153381
989.001038858419,stl,coho,0.7170814275741577
989.001041745001,ck,chinook,0.5499419569969177
989.001042809245,co,chinook,0.5168762803077698
989.001042511497,co,chinook,0.5245089530944824
989.001038856578,co,chinook,0.4872886538505554
989.001044929115,ck,chinook,0.665282130241394
989.001041919355,ck,chinook,0.7239519953727722
989.001038736795,ck,chinook,0.5123307108879089
989.001038737937,ck,chinook,0.5363265872001648
989.001042004791,co,chinook,0.4811513423919678
989.001039721219,ck,chinook,0.612043023109436
989.001038870081,co,chinook,0.4276994466781616
989.001038738159,ck,chinook,0.5564488768577576
989.001039721828,ck,chinook,0.48569628596305847
989.001044928677,ck,chinook,0.6490384340286255
989.001038737827,ck,chinook,0.576341986656189
989.001038855662,co,chinook,0.4454718828201294
989.001040930132,co,coho,0.4697422385215759
989.001038855234,ck,chinook,0.43958091735839844
989.001038736597,ck,chinook,0.4776507616043091
989.001038889761,ck,chinook,0.8471439480781555
989.001045159354,ck,chinook,0.6571979522705078
989.001042042273,ck,chinook,0.6766963601112366
989.001040934014,ct,chinook,0.5053587555885315
989.001042044592,co,chinook,0.43903037905693054
989.001040914613,co,coho,0.44556909799575806
989.001040914613,co,coho,0.44556909799575806
989.001038869334,co,coho,0.4868776500225067
989.001039718221,co,coho,0.40921661257743835
989.001038854988,co,coho,0.42777734994888306
989.001044930596,ck,chinook,0.6182547807693481
989.001038746345,co,chinook,0.4328153133392334
989.001044927109,ck,chinook,0.6131108999252319
989.001044924317,ck,chinook,0.653253436088562
989.001042046691,co,chinook,0.5826467871665955
989.001038866611,co,chinook,0.4175998866558075
989.001045158284,ck,chinook,0.6446742415428162
989.001038859114,co,coho,0.4347545802593231
989.001038746063,co,chinook,0.4454718828201294
989.001042813575,co,chinook,0.5805382132530212
989.001038857771,ck,chinook,0.6183593273162842
989.001042048342,co,chinook,0.43067091703414917
989.001042048880,ck,chinook,0.6560183167457581
989.001038746119,co,chinook,0.43408045172691345
989.001042813058,co,chinook,0.5934143662452698
989.001042045716,co,chinook,0.4527325928211212
989.001038894242,ck,chinook,0.676920473575592
989.001006677078,co,chinook,0.4681074917316437
989.001038747967,co,chinook,0.42388099431991577
989.001042808900,ck,chinook,0.8449249267578125
989.001038887688,ck,chinook,0.8693922162055969
989.001042047096,ck,chinook,0.7204738259315491
989.001038857229,ck,chinook,0.5588973760604858
989.001042040946,ck,chinook,0.7371759414672852
989.001042041409,ck,chinook,0.6667125821113586
989.001038735604,ck,chinook,0.5727165341377258
989.001042040986,ck,chinook,0.7241522073745728
989.001044927418,co,chinook,0.590144693851471
989.001038747091,co,chinook,0.39065319299697876
989.001044924373,ck,chinook,0.6155429482460022
989.001038858423,co,chinook,0.4031922221183777
989.001038867456,stl,coho,0.6509718894958496
989.001038888434,co,chinook,0.5420692563056946
989.001042048915,ck,chinook,0.7086421251296997
989.001042813252,co,chinook,0.43269822001457214
989.001038893856,ck,chinook,0.5622538328170776
989.001039722246,co,chinook,0.4167431592941284
989.001038892605,ck,chinook,0.5623500943183899
989.001038734695,ck,chinook,0.5178132653236389
989.001038745362,co,chinook,0.4922561049461365
989.001006678153,co,chinook,0.5258152484893799
989.001038747172,co,chinook,0.4963669180870056
989.001038892981,ck,chinook,0.5717506408691406
989.001038746339,co,chinook,0.45154762268066406
989.001045156728,ck,chinook,0.6918790340423584
989.001038854435,ck,chinook,0.5599251985549927
989.001038889699,ck,chinook,0.8471439480781555
989.001038888559,co,chinook,0.7335426807403564
989.001042047804,co,chinook,0.4670501947402954
989.001039719260,ck,chinook,0.5891469717025757
989.001041919337,ck,chinook,0.7136074900627136
989.001044928276,ck,chinook,0.673481285572052
989.001042811177,rbt,chinook,0.4493829905986786
989.001042043386,co,chinook,0.4818005859851837
989.001040931626,co,chinook,0.7071723341941833
989.001038748066,stl,coho,0.4608997106552124
989.001042809582,ck,chinook,0.6217759251594543
989.001044927807,ck,chinook,0.6520999073982239
989.001038747978,co,chinook,0.4710741639137268
989.001038864708,ck,coho,0.4939492642879486
989.001044926111,ck,chinook,0.660470724105835
989.001038856700,co,chinook,0.39559292793273926
989.001042046578,co,chinook,0.558524489402771
989.001038744951,co,chinook,0.5480434894561768
989.001039719555,ck,chinook,0.6245566606521606
989.001038744741,co,chinook,0.43041160702705383
989.001042040876,ck,chinook,0.6554703116416931
989.001044931398,ck,chinook,0.6094982028007507
989.001042045860,co,chinook,0.5124918818473816
989.001039719874,co,coho,0.4432125985622406
989.001038738571,ck,chinook,0.5498553514480591
989.001044926223,ck,chinook,0.624923050403595
989.001042047245,ck,chinook,0.7232994437217712
989.001038744791,rbt,chinook,0.44523558020591736
989.001045158280,ck,chinook,0.6510164141654968
989.001038867543,co,chinook,0.45510053634643555
989.001044927564,ck,chinook,0.6260719895362854
989.001038734274,ck,chinook,0.5439391136169434
989.001042048144,co,coho,0.4773998260498047
989.001038884655,co,chinook,0.5265372395515442
989.001042813255,co,chinook,0.42943504452705383
989.001042810932,co,chinook,0.47967180609703064
989.001042041874,ck,chinook,0.761870801448822
989.001038866498,co,coho,0.4821368157863617
989.001042042843,rbt,chinook,0.4335675537586212
989.001040913439,co,chinook,0.41013434529304504
989.001040913439,co,chinook,0.41013434529304504
989.001038869322,stl,coho,0.7476115226745605
989.001038744508,co,chinook,0.5787107348442078
989.001044924833,ck,chinook,0.6124088764190674
989.001042812509,ct,coho,0.8700358271598816
989.001042813365,co,chinook,0.5569178462028503
989.001042811278,co,chinook,0.5069851875305176
989.001040916220,co,coho,0.5051015019416809
989.001040916220,co,coho,0.5051015019416809
989.001040914252,stl,coho,0.7073187828063965
989.001040914252,stl,coho,0.7073187828063965
989.001040914052,co,coho,0.4634641408920288
989.001040914052,co,coho,0.4634641408920288
989.001038857012,ck,chinook,0.5891469717025757
989.001038735810,ck,chinook,0.6111486554145813
989.001038744563,co,chinook,0.5088220834732056
989.001038745930,co,chinook,0.4280279278755188
989.001041919046,ck,chinook,0.6942277550697327
989.001038858787,ck,chinook,0.612043023109436
989.001038866453,co,coho,0.5089226365089417
989.001038736233,ck,chinook,0.5239546298980713
989.001042040824,ck,chinook,0.7151162624359131
989.001038889687,ck,chinook,0.8737012147903442
989.001038891771,ck,chinook,0.548446774482727
989.001041916989,co,chinook,0.5494915843009949
989.001038857875,co,coho,0.4622049331665039
989.001042047805,co,chinook,0.4918542206287384
989.001038891936,ck,chinook,0.8503570556640625
989.001038888146,ck,chinook,0.6090817451477051
989.001039721463,ck,chinook,0.5744750499725342
989.001038737665,ck,chinook,0.5513689517974854
989.001038893531,ck,chinook,0.5570504069328308
989.001042811461,co,chinook,0.6649824976921082
989.001042043508,co,chinook,0.5111216902732849
989.001042813177,co,chinook,0.43319419026374817
989.001042813160,rbt,chinook,0.5020272731781006
989.001045157301,ck,chinook,0.6702010631561279
989.001038887974,co,chinook,0.6693486571311951
